StockCode,Description,ABC_Class,XYZ_Class,ABC_XYZ,Daily_Demand,Avg_Price,Annual_Demand,EOQ,Safety_Stock,Reorder_Point,Max_Stock,Holding_Cost,Product_Lifespan_Days,DeadStock_Score,DeadStock_Risk,Days_Since_Last_Sale,Num_Transactions,Total_Revenue
21794,CLASSIC FRENCH STYLE BASKET NATURAL,B,Z,BZ,1.1208609271523178,5.299144736842106,409.114238410596,196.0,24.0,32.0,228.0,1.0598289473684213,637,45.8,Medium,44,152,3226.87
21917,SET 12 KIDS  WHITE CHALK STICKS,B,Z,BZ,13.066225165562914,0.42301298701298695,4769.172185430463,2374.0,175.0,266.0,2640.0,0.0846025974025974,738,42.6,Medium,0,381,3226.38
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,B,Z,BZ,1.9188741721854305,2.9286259541984734,700.3890728476822,346.0,98.0,111.0,457.0,0.5857251908396947,328,48.9,Medium,1,131,3224.65
22440,BALLOON WATER BOMB PACK OF 35,B,Z,BZ,13.735099337748345,0.41796992481203005,5013.311258278146,2449.0,559.0,655.0,3104.0,0.08359398496240601,604,51.5,Medium,3,258,3224.52
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,B,Z,BZ,2.269867549668874,2.526923076923077,828.501655629139,405.0,85.0,101.0,506.0,0.5053846153846154,196,71.5,High,542,154,3215.25
22352,LUNCHBOX WITH CUTLERY RETROSPOT ,B,Z,BZ,2.25,2.468814432989691,821.25,408.0,49.0,65.0,473.0,0.4937628865979382,146,60.1,High,593,191,3214.35
22461,SAVOY ART DECO CLOCK,B,Z,BZ,0.652317880794702,10.863846153846154,238.09602649006624,105.0,16.0,21.0,126.0,2.172769230769231,524,50.4,Medium,119,130,3214.2999999999997
23013,GLASS APOTHECARY BOTTLE TONIC,B,Y,BY,1.4321192052980132,3.885580110497238,522.7235099337748,259.0,19.0,29.0,288.0,0.7771160220994476,177,25.6,Low,0,180,3211.09
22765,NEWSPAPER STAND,B,Z,BZ,0.4966887417218543,14.471666666666666,181.2913907284768,79.0,97.0,100.0,179.0,2.8943333333333334,59,67.6,High,366,42,3210.2999999999997
21732,RED HANGING METAL STAR TLIGHT HLDR,B,Z,BZ,1.5281456953642385,3.681724137931034,557.773178807947,275.0,241.0,252.0,527.0,0.7363448275862069,283,83.3,Critical,455,56,3199.17
22769,CHALKBOARD KITCHEN ORGANISER,B,Z,BZ,0.271523178807947,24.290285714285712,99.10596026490066,45.0,73.0,75.0,120.0,4.858057142857143,68,71.0,High,357,35,3198.8
22589,CARDHOLDER GINGHAM STAR,B,Z,BZ,2.0281456953642385,2.724321608040201,740.273178807947,369.0,36.0,50.0,419.0,0.5448643216080402,508,41.1,Medium,3,197,3197.39
20675,BLUE SPOTTY BOWL,B,Z,BZ,4.470198675496689,1.2411969111969112,1631.6225165562914,811.0,72.0,103.0,914.0,0.24823938223938224,307,59.5,High,431,258,3197.16
23230,WRAP ALPHABET DESIGN,B,Z,BZ,13.120860927152318,0.41732758620689653,4789.114238410596,2395.0,156.0,248.0,2643.0,0.08346551724137931,330,32.8,Medium,0,232,3196.5
21349,IVY HEART WREATH,B,Z,BZ,0.8145695364238411,6.7,297.317880794702,149.0,22.0,28.0,177.0,1.34,700,47.1,Medium,37,127,3193.0
21211,SET OF 72 SKULL PAPER  DOILIES,B,Z,BZ,3.8427152317880795,1.4456756756756757,1402.591059602649,696.0,202.0,229.0,925.0,0.28913513513513517,726,55.4,High,10,184,3192.6499999999996
21112,"SWISS ROLL TOWEL, PINK  SPOTS",B,Z,BZ,2.3360927152317883,2.7137254901960786,852.6738410596028,396.0,124.0,140.0,536.0,0.5427450980392158,420,67.9,High,318,101,3190.4500000000003
22312,OFFICE MUG WARMER POLKADOT,B,Z,BZ,1.6473509933774835,3.4635449735449737,601.2831125827814,295.0,31.0,43.0,338.0,0.6927089947089948,734,43.7,Medium,1,188,3186.7900000000004
23426,METAL SIGN DROP YOUR PANTS,B,Z,BZ,2.0364238410596025,2.854450867052023,743.294701986755,361.0,60.0,74.0,435.0,0.5708901734104046,94,22.8,Low,0,171,3186.7799999999997
20966,SANDWICH BATH SPONGE,B,Z,BZ,4.264900662251655,1.2491949152542372,1556.688741721854,789.0,88.0,118.0,907.0,0.24983898305084745,533,55.8,High,206,232,3182.0
20702,PINK PADDED MOBILE,B,Z,BZ,1.2549668874172186,4.235416666666667,458.0629139072848,233.0,16.0,25.0,258.0,0.8470833333333334,693,43.3,Medium,43,237,3178.0
21584,RETRO SPOT SMALL TUBE MATCHES,B,Z,BZ,3.312913907284768,1.6469696969696968,1209.2135761589404,606.0,190.0,213.0,819.0,0.32939393939393935,351,75.0,High,387,128,3176.85
21845,DAIRY MAID STRIPE MUG,B,Z,BZ,4.004966887417218,1.8861111111111113,1461.8129139072846,623.0,75.0,103.0,726.0,0.3772222222222223,718,43.3,Medium,11,144,3176.05
21993,FLORAL FOLK STATIONERY SET,B,Z,BZ,3.3956953642384105,1.8304210526315787,1239.4288079470198,582.0,50.0,74.0,656.0,0.3660842105263158,738,42.7,Medium,0,282,3171.4
23127,FELTCRAFT GIRL NICOLE KIT,B,Z,BZ,1.0678807947019868,4.97,389.77649006622516,198.0,18.0,25.0,223.0,0.994,281,34.9,Medium,0,170,3169.79
22822,CREAM WALL PLANTER HEART SHAPED,B,Z,BZ,0.9304635761589404,5.93526627218935,339.61920529801324,169.0,29.0,36.0,205.0,1.18705325443787,397,44.6,Medium,0,168,3169.41
22459,CAST IRON HOOK GARDEN TROWEL,B,Z,BZ,2.2119205298013247,2.5354,807.3509933774835,399.0,120.0,135.0,534.0,0.5070800000000001,420,66.4,High,226,148,3164.96
20886,BOX OF 9 PEBBLE CANDLES,B,Z,BZ,2.7913907284768213,1.9379518072289157,1018.8576158940398,513.0,49.0,69.0,582.0,0.3875903614457832,706,46.0,Medium,32,244,3161.4
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,B,Y,BY,10.870860927152318,0.5830543933054393,3967.864238410596,1845.0,54.0,130.0,1975.0,0.11661087866108787,499,28.1,Low,10,457,3161.14
84356,POMPOM CURTAIN,B,Z,BZ,1.0927152317880795,6.056382978723405,398.841059602649,181.0,55.0,63.0,244.0,1.211276595744681,736,49.4,Medium,0,94,3155.0
23350,ROLL WRAP VINTAGE SPOT ,B,Z,BZ,4.2781456953642385,1.2466666666666668,1561.523178807947,791.0,56.0,86.0,877.0,0.24933333333333338,127,18.2,Low,0,246,3154.4
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,B,Z,BZ,6.543046357615894,0.8410162601626016,2388.2119205298013,1192.0,142.0,188.0,1380.0,0.16820325203252032,167,48.2,Medium,405,246,3151.2
21469,POLKA DOT RAFFIA FOOD COVER,B,Z,BZ,1.8062913907284768,3.681306818181818,659.2963576158941,299.0,59.0,72.0,371.0,0.7362613636363636,736,49.8,Medium,2,176,3148.16
23239,SET OF 4 KNICK KNACK TINS POPPIES,B,Z,BZ,1.3443708609271523,3.9050632911392404,490.6953642384106,251.0,38.0,47.0,298.0,0.7810126582278482,184,34.2,Medium,0,155,3142.4
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,B,Z,BZ,4.324503311258278,1.2390983606557375,1578.4437086092714,798.0,102.0,132.0,930.0,0.24781967213114753,713,45.2,Medium,23,120,3141.88
23388,WOODLAND MINI BACKPACK,B,Z,BZ,1.2980132450331126,4.1379699248120305,473.7748344370861,239.0,58.0,67.0,306.0,0.8275939849624061,89,24.9,Low,0,133,3133.6000000000004
85040A,S/4 PINK FLOWER CANDLES IN BOWL,B,Z,BZ,3.153973509933775,1.6724924012158056,1151.200331125828,587.0,30.0,52.0,639.0,0.33449848024316114,735,39.5,Medium,2,314,3131.09
22059,CERAMIC STRWBERRY DESIGN MUG,B,Z,BZ,3.756622516556291,1.4749142857142858,1371.1672185430464,682.0,167.0,193.0,875.0,0.29498285714285716,356,73.1,High,380,166,3130.25
22700,BLACK AND WHITE DOG BOWL,B,Z,BZ,2.2798013245033113,2.640217391304348,832.1274834437086,397.0,258.0,274.0,671.0,0.5280434782608696,464,59.6,High,62,92,3114.27
21054,NURSE'S BAG SOFT TOY,B,Z,BZ,0.5794701986754967,8.94390243902439,211.5066225165563,109.0,11.0,15.0,124.0,1.788780487804878,712,44.3,Medium,25,163,3112.5
21500,PINK SPOTS  WRAP ,B,Z,BZ,12.789735099337749,0.41615720524017463,4668.253311258279,2368.0,157.0,247.0,2615.0,0.08323144104803493,304,58.0,High,434,229,3102.5
79323GR,GREEN CHERRY LIGHTS,B,Z,BZ,0.8675496688741722,6.493421052631579,316.65562913907286,156.0,45.0,51.0,207.0,1.2986842105263159,140,74.9,High,597,76,3100.2000000000003
22494,EMERGENCY FIRST AID TIN ,B,Z,BZ,4.142384105960265,1.2888215488215486,1511.970198675497,766.0,73.0,102.0,868.0,0.25776430976430975,677,44.5,Medium,2,294,3099.4
22702,BLACK AND WHITE CAT BOWL,B,Z,BZ,2.6043046357615895,1.9385542168674699,950.5711920529802,495.0,426.0,444.0,939.0,0.387710843373494,522,57.4,High,11,82,3097.7999999999997
21154,RED SPOTTY OVEN GLOVE ,B,Z,BZ,4.231788079470198,1.2470196078431373,1544.6026490066224,787.0,88.0,118.0,905.0,0.24940392156862745,308,63.0,High,430,249,3095.44
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,B,Z,BZ,9.859271523178808,0.5637820512820513,3598.634105960265,1786.0,181.0,250.0,2036.0,0.11275641025641026,187,24.3,Low,0,305,3091.61
22902,TOTE BAG I LOVE LONDON,B,Z,BZ,2.665562913907285,2.059577464788733,972.930463576159,486.0,68.0,87.0,573.0,0.4119154929577466,434,42.9,Medium,5,140,3091.54
20992,JAZZ HEARTS PURSE NOTEBOOK,B,Z,BZ,9.983443708609272,0.5896455696202532,3643.956953642384,1758.0,128.0,198.0,1956.0,0.11792911392405064,738,42.5,Medium,0,377,3069.62
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,B,Z,BZ,6.16887417218543,0.8295719844357976,2251.639072847682,1165.0,85.0,128.0,1293.0,0.16591439688715953,129,18.9,Low,0,253,3068.82
22059,CERAMIC STRAWBERRY DESIGN MUG,B,Z,BZ,4.195364238410596,1.3533492822966509,1531.3079470198675,752.0,89.0,118.0,870.0,0.27066985645933017,432,41.9,Medium,0,199,3064.3799999999997
21830,ASSORTED CREEPY CRAWLIES,B,Z,BZ,12.230132450331126,0.42616740088105726,4463.998344370862,2289.0,174.0,260.0,2549.0,0.08523348017621146,719,42.7,Medium,15,225,3059.95
21986,PACK OF 12 PINK SPOT TISSUES ,B,Z,BZ,13.495033112582782,0.29229299363057326,4925.687086092716,2903.0,950.0,1044.0,3947.0,0.058458598726114655,329,75.0,High,409,155,3058.93
21466,RED FLOWER CROCHET FOOD COVER,B,Z,BZ,1.3625827814569536,3.798298755186722,497.342715231788,256.0,16.0,26.0,282.0,0.7596597510373444,736,40.6,Medium,2,240,3057.89
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,B,Z,BZ,12.42384105960265,0.41964391691394654,4534.701986754967,2324.0,292.0,379.0,2703.0,0.08392878338278931,618,49.1,Medium,0,332,3053.76
22475,SKULL DESIGN TV DINNER TRAY,B,Z,BZ,1.1423841059602649,4.7642364532019705,416.97019867549665,209.0,39.0,47.0,256.0,0.9528472906403942,644,51.0,Medium,0,200,3052.9
22122,SET OF 2 FANCY FONT TEA TOWELS,B,Z,BZ,1.7433774834437086,2.9475155279503107,636.3327814569536,329.0,63.0,75.0,404.0,0.5895031055900621,263,71.2,High,475,156,3042.3500000000004
84975,HEART SHAPED MIRROR,B,Z,BZ,3.183774834437086,1.6757988165680473,1162.0778145695365,589.0,97.0,119.0,708.0,0.33515976331360947,373,65.9,High,365,167,3041.07
21179,NO JUNK MAIL METAL SIGN,B,Z,BZ,6.687086092715232,0.9829076086956521,2440.78642384106,1114.0,112.0,159.0,1273.0,0.19658152173913043,651,49.7,Medium,87,359,3040.07
23168,CLASSIC CAFE SUGAR DISPENSER,B,Z,BZ,4.3592715231788075,1.2297619047619048,1591.1341059602648,804.0,71.0,102.0,906.0,0.24595238095238098,211,28.7,Low,0,208,3037.1
21588,RETRO SPOT GIANT  TUBE MATCHES,B,Z,BZ,2.1440397350993377,2.5240384615384617,782.5745033112582,394.0,115.0,130.0,524.0,0.5048076923076924,307,73.2,High,431,102,3034.9500000000003
23342,MINT DINER WALL CLOCK,B,Z,BZ,0.6009933774834437,8.483441558441559,219.36258278145695,114.0,14.0,18.0,132.0,1.6966883116883118,167,30.5,Medium,2,154,3034.5
21364,PEACE SMALL WOOD LETTERS,B,Z,BZ,0.7268211920529801,6.752638888888889,265.28973509933775,140.0,65.0,70.0,210.0,1.3505277777777778,682,59.1,High,57,144,3031.65
22076,6 RIBBONS EMPIRE  ,B,Z,BZ,3.4768211920529803,1.5456378600823044,1269.0397350993378,641.0,50.0,74.0,715.0,0.3091275720164609,738,42.2,Medium,0,240,3030.42
37410,BLACK AND WHITE PAISLEY FLOWER MUG,B,Z,BZ,42.52483443708609,1.045,15521.564569536424,2725.0,20266.0,20564.0,23289.0,0.209,128,93.8,Critical,610,18,3019.57
21351,CINAMMON & ORANGE WREATH,B,Z,BZ,1.6324503311258278,5.231751824817518,595.8443708609271,239.0,34.0,45.0,284.0,1.0463503649635038,739,43.4,Medium,0,135,3018.7
23253,16 PIECE CUTLERY SET PANTRY DESIGN,B,Z,BZ,0.347682119205298,15.65,126.90397350993378,64.0,29.0,31.0,95.0,3.1300000000000003,231,45.5,Medium,1,46,3018.2999999999997
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",B,Z,BZ,1.271523178807947,4.648387096774194,464.10596026490066,223.0,169.0,178.0,401.0,0.9296774193548387,302,82.1,Critical,437,62,3015.6
37501,TEA TIME TEA SET IN GIFT BOX,B,Y,BY,0.7218543046357616,6.943150684931507,263.47682119205297,138.0,13.0,18.0,156.0,1.3886301369863014,617,48.8,Medium,120,146,3006.2000000000003
22863,SOAP DISH BROCANTE,B,Z,BZ,1.771523178807947,2.928523489932886,646.6059602649007,332.0,45.0,57.0,389.0,0.5857046979865772,440,42.9,Medium,3,148,3002.9
85232D,SET/3 DECOUPAGE STACKING TINS,B,Z,BZ,1.0480132450331126,4.926,382.5248344370861,197.0,29.0,36.0,233.0,0.9852000000000001,737,47.3,Medium,1,175,2998.95
22732,3D VINTAGE CHRISTMAS STICKERS ,B,Z,BZ,3.9850993377483444,1.3051674641148323,1454.5612582781457,746.0,63.0,91.0,837.0,0.26103349282296645,448,39.2,Medium,1,205,2995.59
22862,LOVE HEART NAPKIN BOX ,B,Y,BY,1.1721854304635762,4.247326203208556,427.8476821192053,224.0,15.0,23.0,247.0,0.8494652406417113,132,36.9,Medium,317,184,2993.0
20681,PINK SPOTTY CHILDS UMBRELLA,B,Z,BZ,1.5711920529801324,3.2386363636363638,573.4850993377484,298.0,34.0,45.0,343.0,0.6477272727272728,331,63.5,High,407,175,2991.25
22136,LOVE HEART SOCK HANGER,B,Z,BZ,3.115894039735099,1.643877551020408,1137.3013245033112,588.0,73.0,95.0,683.0,0.32877551020408163,694,48.2,Medium,38,191,2990.1
22366,DOOR MAT AIRMAIL ,B,Z,BZ,0.706953642384106,7.3270175438596485,258.0380794701987,133.0,20.0,25.0,158.0,1.4654035087719297,150,64.5,High,525,114,2988.53
23065,LARGE DECO JEWELLERY STAND,B,Z,BZ,0.40728476821192056,12.469318181818181,148.658940397351,77.0,24.0,27.0,104.0,2.4938636363636366,188,46.8,Medium,50,88,2977.8
21936,RED/WHITE SPOT PICNIC BAG,B,Z,BZ,1.8062913907284768,2.911904761904762,659.2963576158941,336.0,155.0,168.0,504.0,0.5823809523809524,140,82.2,Critical,596,82,2974.45
21473,SWEETHEART CREAM STEEL TABLE RECT,B,Y,BY,0.24668874172185432,19.95,90.04139072847683,48.0,5.0,7.0,55.0,3.99,708,42.6,Medium,18,86,2972.5499999999997
23237,SET OF 4 KNICK KNACK TINS LEAF,B,Z,BZ,1.2235099337748345,4.136206896551725,446.5811258278146,232.0,50.0,59.0,291.0,0.827241379310345,158,37.1,Medium,0,116,2970.85
23346,SPACEBOY BEAKER,B,Z,BZ,4.25,1.2439285714285715,1551.25,790.0,242.0,272.0,1062.0,0.2487857142857143,137,39.7,Medium,0,138,2970.75
22176,BLUE OWL SOFT TOY,B,Z,BZ,1.7003311258278146,2.9426605504587156,620.6208609271523,325.0,27.0,39.0,364.0,0.5885321100917431,698,44.7,Medium,39,216,2968.05
22477,WATERING CAN GARDEN MARKER,B,Z,BZ,3.7135761589403975,1.2514754098360656,1355.455298013245,736.0,164.0,190.0,926.0,0.2502950819672131,634,54.7,Medium,10,183,2967.45
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,B,Z,BZ,5.625827814569536,0.8713991769547325,2053.427152317881,1085.0,119.0,158.0,1243.0,0.1742798353909465,623,45.2,Medium,0,239,2962.81
21477,STRING OF 20 ROSE LIGHTS,B,Z,BZ,0.4337748344370861,12.458108108108108,158.32781456953643,80.0,107.0,110.0,190.0,2.491621621621622,121,90.9,Critical,617,37,2962.5
22107,PIZZA PLATE IN BOX,B,Z,BZ,1.3923841059602649,3.6592063492063494,508.22019867549665,264.0,24.0,34.0,298.0,0.73184126984127,737,43.0,Medium,1,185,2957.3
23323,WHITE WICKER STAR ,B,Z,BZ,2.3543046357615895,2.096402877697842,859.3211920529802,453.0,24.0,40.0,493.0,0.4192805755395684,168,17.1,Low,0,270,2954.7000000000003
23014,GLASS APOTHECARY BOTTLE ELIXIR,B,Y,BY,1.3211920529801324,3.9079012345679014,482.23509933774835,248.0,21.0,30.0,278.0,0.7815802469135803,178,28.3,Low,0,160,2951.78
21864,UNION JACK FLAG PASSPORT COVER ,B,Z,BZ,2.455298013245033,2.084528301886792,896.183774834437,464.0,48.0,65.0,529.0,0.41690566037735843,738,46.0,Medium,1,259,2947.02
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,B,Z,BZ,2.3559602649006623,2.124383561643836,859.9254966887418,450.0,49.0,65.0,515.0,0.42487671232876717,381,40.1,Medium,2,218,2946.92
21333,CLASSIC WHITE FRAME,B,Y,BY,1.6672185430463575,2.9439086294416246,608.5347682119206,321.0,19.0,31.0,352.0,0.5887817258883249,491,52.6,Medium,248,197,2946.65
22406,MONEY BOX KINGS CHOICE DESIGN,B,Z,BZ,3.9403973509933774,1.2328323699421966,1438.2450331125829,764.0,278.0,306.0,1070.0,0.24656647398843934,623,54.4,Medium,0,171,2942.78
21829,DINOSAUR KEYRINGS ASSORTED,B,Y,BY,23.496688741721854,0.2105960264900662,8576.291390728476,4512.0,176.0,340.0,4852.0,0.042119205298013246,689,39.9,Medium,50,300,2940.0299999999997
23236,DOILEY STORAGE TIN,B,Z,BZ,1.7913907284768211,2.8652212389380534,653.8576158940397,338.0,79.0,92.0,430.0,0.5730442477876106,156,39.8,Medium,28,112,2934.98
48189,DOOR MAT FRIENDSHIP ,B,Z,BZ,0.7135761589403974,7.14248322147651,260.45529801324506,135.0,13.0,18.0,153.0,1.4284966442953022,213,64.6,High,525,149,2934.31
84849B,FAIRY SOAP SOAP HOLDER,B,Z,BZ,3.01158940397351,1.6825991189427312,1099.2301324503312,572.0,67.0,88.0,660.0,0.3365198237885463,597,53.6,Medium,141,226,2932.99
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,B,Z,BZ,4.110927152317881,1.2436029411764706,1500.4884105960266,777.0,136.0,165.0,942.0,0.24872058823529414,417,44.9,Medium,2,135,2918.71
22194,BLACK DINER WALL CLOCK,B,Z,BZ,0.5844370860927153,8.458098591549296,213.31953642384107,112.0,15.0,19.0,131.0,1.6916197183098594,584,53.8,Medium,155,142,2918.05
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,B,Z,BZ,0.3956953642384106,12.615671641791044,144.42880794701986,76.0,9.0,12.0,88.0,2.523134328358209,244,66.0,High,494,133,2915.25
21812,GARLAND WITH HEARTS AND BELLS,B,Y,BY,0.9884105960264901,4.9332,360.76986754966885,191.0,20.0,27.0,218.0,0.9866400000000001,735,43.0,Medium,3,124,2913.15
22428,ENAMEL FIRE BUCKET CREAM,B,Y,BY,0.6970198675496688,6.980062893081761,254.41225165562912,135.0,11.0,16.0,151.0,1.3960125786163522,570,40.6,Medium,2,158,2910.9300000000003
23461,SWEETHEART BIRD HOUSE,B,Z,BZ,1.3725165562913908,4.1359550561797755,500.96854304635764,246.0,286.0,296.0,542.0,0.8271910112359552,70,36.2,Medium,1,83,2908.55
21467,CHERRY CROCHET FOOD COVER,B,Z,BZ,1.5745033112582782,3.7342056074766354,574.6937086092715,277.0,45.0,56.0,333.0,0.7468411214953271,734,49.9,Medium,3,212,2905.27
23188,VINTAGE  2 METER FOLDING RULER,B,Z,BZ,2.9387417218543046,1.6787898089171973,1072.640728476821,565.0,58.0,79.0,644.0,0.3357579617834395,148,28.5,Low,31,155,2902.4700000000003
22313,OFFICE MUG WARMER PINK,B,Z,BZ,1.576158940397351,3.3494444444444444,575.2980132450332,293.0,111.0,122.0,415.0,0.669888888888889,737,56.2,High,0,106,2899.54
21240,BLUE POLKADOT CUP,B,Z,BZ,6.051324503311259,0.8423529411764706,2208.7334437086092,1145.0,123.0,165.0,1310.0,0.16847058823529415,439,41.7,Medium,3,270,2898.75
22733,3D TRADITIONAL CHRISTMAS STICKERS,B,Z,BZ,3.801324503311258,1.3036486486486487,1387.4834437086092,729.0,47.0,74.0,803.0,0.26072972972972974,445,37.1,Medium,1,217,2893.04
22347,PIZZA SLICE DISH,B,Z,BZ,4.312913907284768,1.2294594594594594,1574.2135761589404,800.0,408.0,438.0,1238.0,0.2458918918918919,262,80.5,Critical,475,74,2891.4500000000003
21041,RED RETROSPOT OVEN GLOVE DOUBLE,B,Z,BZ,1.6490066225165563,2.948019801980198,601.8874172185431,320.0,41.0,53.0,373.0,0.5896039603960397,422,44.0,Medium,15,200,2890.2000000000003
21055,TOOL BOX SOFT TOY ,B,Y,BY,0.5231788079470199,9.210338983050846,190.96026490066225,102.0,6.0,10.0,112.0,1.8420677966101693,736,40.1,Medium,0,176,2889.64
23242,TREASURE TIN BUFFALO BILL ,B,Z,BZ,2.3675496688741724,2.0739473684210528,864.155629139073,456.0,75.0,92.0,548.0,0.4147894736842106,183,34.7,Medium,1,187,2886.0800000000004
21592,RETROSPOT CIGAR BOX MATCHES ,B,Z,BZ,4.569536423841059,1.1584375,1667.8807947019866,848.0,103.0,135.0,983.0,0.23168750000000002,438,43.6,Medium,0,279,2885.46
21705,BAG 500g SWIRLY MARBLES,B,Z,BZ,3.975165562913907,1.5597849462365592,1450.935430463576,682.0,86.0,114.0,796.0,0.31195698924731186,738,45.1,Medium,0,183,2883.21
21447,12 IVORY ROSE PEG PLACE SETTINGS,B,Z,BZ,3.935430463576159,1.2467381974248928,1436.432119205298,759.0,127.0,155.0,914.0,0.24934763948497857,647,57.1,High,88,228,2882.33
21584,RETROSPOT SMALL TUBE MATCHES,B,Z,BZ,2.915562913907285,1.6482758620689655,1064.180463576159,568.0,51.0,71.0,639.0,0.3296551724137931,440,40.2,Medium,2,219,2881.65
82578,KITCHEN METAL SIGN,B,Z,BZ,8.925496688741722,0.553768115942029,3257.806291390729,1715.0,103.0,165.0,1880.0,0.11075362318840581,736,41.2,Medium,1,544,2879.3500000000004
21519,GIN & TONIC DIET GREETING CARD ,B,Y,BY,11.617549668874172,0.4139588100686499,4240.4056291390725,2263.0,50.0,131.0,2394.0,0.08279176201372998,737,32.8,Medium,0,436,2868.66
21100,CHARLIE AND LOLA CHARLOTTE BAG,B,Z,BZ,3.6771523178807946,1.5760625,1342.16059602649,653.0,127.0,153.0,806.0,0.3152125,454,64.0,High,285,159,2864.05
23035,DRAWER KNOB CERAMIC IVORY,B,Z,BZ,3.369205298013245,1.453855421686747,1229.7599337748345,650.0,71.0,95.0,745.0,0.2907710843373494,177,30.1,Medium,1,165,2863.39
21537,RED RETROSPOT PUDDING BOWL,B,Z,BZ,1.1357615894039734,4.2379518072289155,414.5529801324503,221.0,24.0,32.0,253.0,0.8475903614457831,615,43.8,Medium,2,162,2862.5
23393,HOME SWEET HOME CUSHION COVER ,B,Y,BY,1.2632450331125828,3.75,461.08443708609275,248.0,13.0,22.0,270.0,0.75,94,15.2,Low,2,201,2861.25
22794,SWEETHEART WIRE MAGAZINE RACK,B,Y,BY,0.5993377483443708,7.93688524590164,218.75827814569536,117.0,6.0,10.0,127.0,1.587377049180328,418,35.7,Medium,0,183,2851.5
22309,TEA COSY RED  STRIPE,B,Z,BZ,2.0,2.5713529411764706,730.0,377.0,63.0,77.0,454.0,0.5142705882352941,737,48.9,Medium,0,169,2850.93
15039,SANDALWOOD FAN,B,Z,BZ,6.864238410596027,0.8306593406593407,2505.44701986755,1228.0,222.0,270.0,1498.0,0.16613186813186814,736,49.9,Medium,0,180,2848.9
21192,WHITE BELL HONEYCOMB PAPER ,B,Z,BZ,3.0546357615894038,1.6298319327731092,1114.9420529801323,585.0,139.0,160.0,745.0,0.32596638655462185,726,51.1,Medium,11,113,2842.25
22172,METAL SHELF WITH RAIL ,B,Y,BY,0.5612582781456954,8.472929936305732,204.85927152317882,110.0,9.0,13.0,123.0,1.6945859872611466,303,62.1,High,435,156,2839.0
23390,DOLLY GIRL MINI BACKPACK,B,Z,BZ,1.1804635761589404,4.139115646258504,430.86920529801324,228.0,55.0,63.0,291.0,0.8278231292517009,89,27.3,Low,0,144,2838.9500000000003
84968D,S/16 VINTAGE RED CUTLERY,B,Z,BZ,0.41887417218543044,12.43235294117647,152.88907284768212,78.0,125.0,128.0,206.0,2.486470588235294,239,80.9,Critical,492,17,2836.95
23283,DOORMAT VINTAGE LEAVES DESIGN ,B,Z,BZ,0.7052980132450332,7.66625,257.4337748344371,130.0,47.0,52.0,182.0,1.53325,89,43.1,Medium,137,88,2833.7000000000003
18098C,PORCELAIN BUTTERFLY OIL BURNER,B,Z,BZ,1.859271523178808,2.891304347826087,678.634105960265,343.0,45.0,58.0,401.0,0.5782608695652174,614,52.7,Medium,122,177,2832.8500000000004
85049D,BRIGHT BLUES RIBBONS ,B,Z,BZ,3.7798013245033113,1.2494986807387862,1379.6274834437086,743.0,39.0,65.0,808.0,0.24989973614775726,667,43.0,Medium,71,372,2826.39
22071,SMALL WHITE RETROSPOT MUG IN BOX ,B,Z,BZ,1.8625827814569536,3.689565217391304,679.842715231788,304.0,94.0,107.0,411.0,0.7379130434782608,618,54.7,Medium,0,159,2825.37
84279B,CHERRY BLOSSOM DECORATIVE FLASK,B,Z,BZ,1.2864238410596027,3.7289361702127657,469.544701986755,251.0,46.0,55.0,306.0,0.7457872340425532,562,60.8,High,175,188,2820.15
21206,STRAWBERRY HONEYCOMB  GARLAND ,B,Z,BZ,3.4072847682119205,1.6083333333333334,1243.658940397351,622.0,79.0,103.0,725.0,0.3216666666666667,721,46.8,Medium,15,190,2819.7
